biffurcation,140,565,training_synthetic_image.png,1903,789
biffurcation,251,353,training_synthetic_image.png,1903,789
biffurcation,309,341,training_synthetic_image.png,1903,789
biffurcation,109,279,training_synthetic_image.png,1903,789
biffurcation,580,282,training_synthetic_image.png,1903,789
biffurcation,502,292,training_synthetic_image.png,1903,789
biffurcation,857,332,training_synthetic_image.png,1903,789
biffurcation,969,138,training_synthetic_image.png,1903,789
crossing,185,134,training_synthetic_image.png,1903,789
crossing,530,225,training_synthetic_image.png,1903,789
crossing,519,430,training_synthetic_image.png,1903,789
crossing,657,197,training_synthetic_image.png,1903,789
